farm_id,region,soil_type,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,recommended_irrigation_mm,sowing_date,harvest_date,crop_growth_days,NDVI_index
IND00216,Maharashtra,Black,Cotton,28,6.4,29.8,140.9,56.1,18.7,15-12-2024,18-03-2025,93,0.48
IND00217,Odisha,Laterite,Groundnut,24.5,7.5,21.3,71.8,61.8,38.7,08-07-2024,19-11-2024,134,0.86
IND00218,Telangana,Black,Sugarcane,32.6,6.7,24.7,34.8,40.6,11.3,01-03-2024,26-06-2024,117,0.54
IND00219,Odisha,Alluvial,Pulses,18,7.5,21.3,278.6,88.3,28.7,10-08-2024,22-12-2024,134,0.45
IND00220,Gujarat,Alluvial,Maize,15.5,6.7,38.5,225.8,74.4,28.7,14-06-2024,12-09-2024,90,0.63
IND00221,Telangana,Black,Cotton,19.1,6.7,28.4,49.2,83.1,42.9,13-01-2024,29-05-2024,137,0.7
IND00222,West Bengal,Alluvial,Pulses,37.9,7.1,31.2,123.3,55.2,5.1,07-08-2024,09-12-2024,124,0.63
IND00223,Haryana,Alluvial,Maize,28.4,6.7,34.2,175.2,89.4,32.9,08-05-2024,05-10-2024,150,0.55
IND00224,Kerala,Laterite,Groundnut,23.4,6.7,39.2,194.4,84.9,11.6,07-03-2024,14-08-2024,160,0.74
IND00225,Karnataka,Black,Wheat,43.8,7.7,21.8,26.2,89.2,34.2,24-08-2024,18-11-2024,86,0.9
IND00226,Kerala,Laterite,Rice,25.1,6.9,24.7,130.3,79.4,30.2,20-10-2024,19-02-2025,122,0.63
IND00227,Gujarat,Alluvial,Pulses,26,6.5,23.7,174.3,87.8,28.6,10-04-2024,18-07-2024,99,0.56
IND00228,Andhra Pradesh,Black,Sugarcane,41.3,7.2,28.4,101.8,46.2,17.9,07-05-2024,02-08-2024,87,0.85
IND00229,West Bengal,Laterite,Rice,32.5,6.4,36.4,209.1,60.2,23.5,01-02-2024,07-06-2024,127,0.74
IND00230,Andhra Pradesh,Black,Cotton,41.5,6,26.4,25.5,71.2,24.3,05-01-2024,27-04-2024,113,0.58
IND00231,Gujarat,Alluvial,Pulses,18.3,6.6,25.6,266.8,74.4,0,21-06-2024,04-10-2024,105,0.39
IND00232,Kerala,Laterite,Groundnut,34,6.5,31.5,124.8,67.4,27,16-09-2024,23-02-2025,160,0.76
IND00233,Tamil Nadu,Red,Maize,34.9,7.7,25.2,293.6,48.9,12.2,09-04-2024,04-07-2024,86,0.37
IND00234,Haryana,Alluvial,Maize,18.8,7.6,35.1,81.6,81.5,36.4,10-12-2024,16-04-2025,127,0.81
IND00235,Haryana,Alluvial,Pulses,17,7.1,18.9,80,51,12.5,03-09-2024,26-01-2025,145,0.6
IND00236,Andhra Pradesh,Red,Maize,22.1,6.2,19.9,239.2,89.9,0,20-04-2024,16-08-2024,118,0.7
IND00237,Odisha,Laterite,Groundnut,37.6,7.3,35.7,222.5,73.2,0.2,19-08-2024,16-12-2024,119,0.76
IND00238,Kerala,Laterite,Rice,26.3,7.1,33.4,77.7,44.1,12.2,11-02-2024,17-06-2024,127,0.56
IND00239,Madhya Pradesh,Black,Wheat,25,6.2,38.5,62.9,53.6,6.7,01-02-2024,21-06-2024,141,0.66
IND00240,Gujarat,Alluvial,Pulses,34.6,6.4,35.7,127,48.4,19.2,10-03-2024,21-06-2024,103,0.37
IND00241,Kerala,Laterite,Groundnut,25.7,7.4,37.1,260.1,42.1,0,23-01-2024,17-06-2024,146,0.38
IND00242,Kerala,Laterite,Rice,16.4,6.5,26.6,131.3,43.5,42.9,01-10-2024,14-02-2025,136,0.8
IND00243,West Bengal,Laterite,Groundnut,39.4,7.2,27.5,123,53.3,3.4,21-02-2024,12-07-2024,142,0.54
IND00244,Uttar Pradesh,Alluvial,Rice,36.2,6.1,31.8,205,65.5,0.2,08-07-2024,10-10-2024,94,0.55
IND00245,Telangana,Red,Millet,22.9,6.7,23.5,20.4,83.8,13.2,20-12-2024,20-04-2025,121,0.87
IND00246,Odisha,Laterite,Rice,15.6,6.7,21.9,125.6,59.2,23,05-09-2024,17-01-2025,134,0.65
IND00247,Telangana,Black,Cotton,13.4,7.5,39.8,233.6,58.3,31.3,14-12-2024,11-04-2025,118,0.7
IND00248,Punjab,Alluvial,Rice,15.1,7.7,39.9,51.4,49.9,17,24-03-2024,07-07-2024,105,0.52
IND00249,Madhya Pradesh,Black,Sugarcane,33.7,6.4,21.8,91.2,50.5,20.2,06-10-2024,03-03-2025,148,0.77
IND00250,Madhya Pradesh,Red,Pulses,13.8,7.1,25.5,148.9,52.5,32.6,04-10-2024,06-02-2025,125,0.69
IND00251,Bihar,Alluvial,Pulses,16.6,6.2,37.2,45.5,76.9,37.8,07-12-2024,11-03-2025,94,0.63
IND00252,Odisha,Alluvial,Wheat,38.4,7.2,27.3,223.6,75,0,15-09-2024,06-02-2025,144,0.83
IND00253,Kerala,Laterite,Rice,33.5,6.1,26.6,62.4,84,4.1,21-01-2024,12-05-2024,112,0.58
IND00254,Punjab,Alluvial,Sugarcane,16.4,6.4,22.6,259.7,54,2.4,08-10-2024,28-02-2025,143,0.87
IND00255,Bihar,Alluvial,Sugarcane,38.6,7.7,18.5,266.9,64.7,3.8,21-09-2024,24-12-2024,94,0.69
IND00256,Telangana,Red,Millet,39.1,6.7,28.9,104.3,45.6,24.7,15-06-2024,27-09-2024,104,0.64
IND00257,Rajasthan,Desert,Millet,23,6.9,32,218.8,51.3,12.3,20-10-2024,08-03-2025,139,0.88
IND00258,Uttar Pradesh,Alluvial,Wheat,43.7,6.6,19.4,288.9,57.3,2,13-10-2024,12-01-2025,91,0.7
IND00259,Odisha,Laterite,Groundnut,43.9,7.5,35.3,86.6,87,0,06-08-2024,28-12-2024,144,0.35
IND00260,Kerala,Laterite,Rice,32,6.4,37.3,215.1,49.3,7.6,18-09-2024,30-12-2024,103,0.75
IND00261,Karnataka,Black,Sugarcane,13.4,6.1,28.5,203.2,62.3,31.8,09-07-2024,17-11-2024,131,0.72
IND00262,Gujarat,Alluvial,Wheat,27.5,6.1,25,262.2,70.5,15.4,21-05-2024,15-09-2024,117,0.5
IND00263,Bihar,Alluvial,Rice,22.5,6.6,33.6,77.7,47.7,29.3,06-04-2024,30-08-2024,146,0.89
IND00264,West Bengal,Alluvial,Pulses,27.2,6.9,33.7,236.6,61.4,29.5,18-08-2024,24-11-2024,98,0.68
IND00265,Karnataka,Black,Cotton,40.1,7.5,20.2,198.9,89.6,19.9,14-10-2024,26-01-2025,104,0.48
IND00266,Haryana,Alluvial,Rice,16,6.3,31.3,294.5,71.3,7.8,17-02-2024,09-07-2024,143,0.57
IND00267,Rajasthan,Desert,Millet,20.2,6.4,39.6,87.5,72.4,5.1,25-07-2024,28-10-2024,95,0.52
IND00268,West Bengal,Laterite,Groundnut,34.6,7.6,34.1,92.2,74.3,19.5,18-11-2024,19-03-2025,121,0.53
IND00269,Odisha,Alluvial,Pulses,14.2,7,26.9,186.6,44,6.9,25-02-2024,24-06-2024,120,0.77
IND00270,Maharashtra,Laterite,Groundnut,14.2,6.6,28.8,154.1,67.8,35.8,11-06-2024,29-10-2024,140,0.46
IND00271,West Bengal,Alluvial,Pulses,18.5,7.7,37.5,203.7,66.5,1,23-03-2024,06-08-2024,136,0.89
IND00272,Telangana,Black,Wheat,21.7,7.8,24.3,45.2,63.7,23.1,15-08-2024,15-12-2024,122,0.82
IND00273,Tamil Nadu,Black,Sugarcane,12.7,7.4,32.5,98,58.5,10.8,01-04-2024,21-07-2024,111,0.42
IND00274,Bihar,Alluvial,Wheat,27.9,6.6,37.4,54.7,57,23.3,21-11-2024,10-04-2025,140,0.38
IND00275,Karnataka,Red,Maize,29.9,6.3,29.1,20.7,50.4,7.6,11-11-2024,28-03-2025,137,0.85
IND00276,Punjab,Alluvial,Maize,21.2,6.1,18.6,81.3,48.4,31,14-02-2024,07-06-2024,114,0.54
IND00277,Uttar Pradesh,Alluvial,Wheat,24.6,7.6,37.3,287.8,46.7,0,21-04-2024,10-08-2024,111,0.49
IND00278,Tamil Nadu,Black,Cotton,23.1,6.2,35.8,131.9,42.6,27.8,10-08-2024,15-01-2025,158,0.83
IND00279,Punjab,Alluvial,Wheat,23.2,7,29.4,134,78.5,28.3,02-09-2024,08-01-2025,128,0.52
IND00280,Odisha,Alluvial,Maize,43.4,6.7,18,22.6,74.5,34.1,19-03-2024,05-08-2024,139,0.51
IND00281,Gujarat,Black,Sugarcane,23.2,6.9,33.7,184.2,57.3,0,06-11-2024,28-02-2025,114,0.78
IND00282,Uttar Pradesh,Alluvial,Maize,26.5,6.9,30.6,28.4,79.7,20.7,20-11-2024,08-03-2025,108,0.51
IND00283,Andhra Pradesh,Red,Groundnut,14.4,6.9,25.7,87,80.4,42.3,11-02-2024,05-06-2024,115,0.36
IND00284,Andhra Pradesh,Black,Cotton,20.9,6.2,37.2,99.9,67.3,8.6,08-02-2024,23-06-2024,136,0.66
IND00285,Maharashtra,Black,Wheat,21.4,6.5,32.4,77.1,73.5,15.1,06-08-2024,14-11-2024,100,0.43
IND00286,Tamil Nadu,Laterite,Rice,21.9,7.5,35.6,296.4,54,6.4,17-05-2024,14-10-2024,150,0.8
IND00287,Haryana,Alluvial,Sugarcane,32.7,6.6,33.6,204.8,41.7,2.3,20-08-2024,17-01-2025,150,0.62
IND00288,Gujarat,Alluvial,Maize,40,6.8,35.3,289.9,88.8,0,09-06-2024,04-11-2024,148,0.4
IND00289,Karnataka,Red,Pulses,32.6,6.4,26.9,286.4,80.4,8.2,05-03-2024,11-07-2024,128,0.67
IND00290,Rajasthan,Alluvial,Rice,33.4,7.6,27,102.6,54.6,9.7,11-02-2024,13-05-2024,92,0.7
IND00291,Haryana,Alluvial,Sugarcane,34.6,6.3,31.3,200.7,69.4,5.3,18-05-2024,15-08-2024,89,0.36
IND00292,Bihar,Alluvial,Maize,35.9,6.8,38.9,266.8,70.9,0,11-12-2024,31-03-2025,110,0.55
IND00293,Madhya Pradesh,Red,Maize,42.6,7.4,24.3,224.4,41,0,01-01-2024,06-04-2024,96,0.63
IND00294,Odisha,Laterite,Rice,30.4,6.6,20.7,226.5,40.7,18.4,11-03-2024,05-06-2024,86,0.88
IND00295,Uttar Pradesh,Alluvial,Rice,25.3,6.2,20.6,253.6,77.3,14.3,21-02-2024,17-05-2024,86,0.89
IND00296,Uttar Pradesh,Alluvial,Pulses,16.8,6.2,39.4,114.6,85.6,5.3,03-03-2024,28-05-2024,86,0.44
IND00297,Maharashtra,Laterite,Rice,18.8,6.1,34.3,105.5,61.7,38.2,18-07-2024,21-12-2024,156,0.76
IND00298,Gujarat,Alluvial,Maize,37.9,7.7,36.4,272.9,73.4,9.1,22-08-2024,16-01-2025,147,0.58
IND00299,Uttar Pradesh,Alluvial,Maize,40,7.5,32.9,103.7,88,0.1,03-04-2024,07-09-2024,157,0.63
IND00300,Uttar Pradesh,Alluvial,Sugarcane,25.3,7,36.1,109,54.9,11.2,25-10-2024,27-01-2025,94,0.61
IND00301,Madhya Pradesh,Black,Cotton,42.1,7.1,23.4,123.6,50.1,14.1,16-12-2024,02-04-2025,107,0.66
IND00302,Rajasthan,Alluvial,Sugarcane,37.1,6.2,25.6,153.2,58.7,0,25-04-2024,22-09-2024,150,0.8
IND00303,Karnataka,Laterite,Rice,29.7,6.8,32.5,39.7,85.1,30.2,10-04-2024,07-08-2024,119,0.41
IND00304,Maharashtra,Red,Maize,18,7.2,24.7,145.3,48.2,30.3,02-02-2024,27-06-2024,146,0.5
IND00305,Odisha,Laterite,Rice,14.2,7.3,19.3,193.6,56.3,21.5,23-03-2024,06-08-2024,136,0.44
IND00306,Tamil Nadu,Laterite,Groundnut,29.7,6.7,32.4,264.5,61.9,5.6,18-08-2024,20-11-2024,94,0.51
IND00307,Bihar,Alluvial,Sugarcane,29.7,7.1,18.9,231.9,44.4,22.8,01-01-2024,24-04-2024,114,0.88
IND00308,Bihar,Alluvial,Rice,44.4,6.9,26.7,205.8,60.5,21.2,18-04-2024,22-07-2024,95,0.9
IND00309,Uttar Pradesh,Alluvial,Maize,18.7,7.2,24.1,200.2,48.2,32.7,13-04-2024,20-07-2024,98,0.51
IND00310,Madhya Pradesh,Black,Cotton,20.8,7.5,19.4,46.1,50.7,9.8,04-08-2024,30-12-2024,148,0.66
IND00311,Telangana,Black,Sugarcane,32.5,7.5,37.8,257.3,47.6,0,10-03-2024,05-07-2024,117,0.39
IND00312,Karnataka,Red,Groundnut,20.8,7.1,38.5,174,75.9,31.4,25-02-2024,13-07-2024,139,0.57
IND00313,Haryana,Alluvial,Rice,19.5,6.7,21,47.2,43.8,18.3,08-08-2024,11-12-2024,125,0.69
IND00314,Telangana,Red,Pulses,18.2,7.4,27.6,76,43.4,20.7,12-05-2024,16-10-2024,157,0.69
IND00315,Uttar Pradesh,Alluvial,Rice,38,6.8,34.6,250.1,63,0,06-05-2024,02-09-2024,119,0.78
IND00316,Telangana,Red,Pulses,36.3,6.4,18.3,61.5,53.2,16.7,14-07-2024,09-11-2024,118,0.81
IND00317,Telangana,Red,Millet,19.2,6.7,39.6,62.8,83.8,25.3,17-02-2024,09-07-2024,143,0.85
IND00318,Madhya Pradesh,Black,Cotton,42.7,6.9,32.2,198.9,56,21.9,11-06-2024,15-10-2024,126,0.7
IND00319,Rajasthan,Alluvial,Rice,25.2,7.3,22.3,78.4,53.4,10,14-02-2024,13-07-2024,150,0.65
IND00320,Bihar,Alluvial,Rice,26.1,6.1,31.4,145,40.4,36.8,23-12-2024,09-05-2025,137,0.67
IND00321,Punjab,Alluvial,Sugarcane,44.6,7.2,19.2,60.8,82.4,0,03-03-2024,10-07-2024,129,0.53
IND00322,Odisha,Alluvial,Pulses,26,7.3,31.3,180.2,75.1,15.6,08-07-2024,04-10-2024,88,0.82
IND00323,Gujarat,Alluvial,Pulses,22.8,7.5,27.4,187.1,81.3,18.8,02-05-2024,07-10-2024,158,0.64
IND00324,Rajasthan,Alluvial,Rice,32.8,6.9,24.4,117.8,40.8,36.1,07-05-2024,29-09-2024,145,0.81
IND00325,Gujarat,Alluvial,Rice,34.1,7.3,34,120.3,66,0,24-12-2024,21-04-2025,118,0.58
IND00326,Madhya Pradesh,Red,Groundnut,16.5,6.4,34.2,283.4,77.2,4.5,07-09-2024,29-01-2025,144,0.55
IND00327,Gujarat,Black,Wheat,31.2,7.3,22.1,185.3,76.1,0,20-10-2024,06-02-2025,109,0.37
IND00328,West Bengal,Laterite,Groundnut,32.5,7.2,20.8,25.5,49.9,26.6,11-03-2024,30-07-2024,141,0.68
IND00329,Andhra Pradesh,Red,Groundnut,42,7.1,28.6,79.9,51.2,3.9,09-06-2024,12-09-2024,95,0.77
IND00330,Bihar,Alluvial,Pulses,22.6,7.7,30.5,60.6,63.4,13.5,01-06-2024,30-08-2024,90,0.86
IND00331,Telangana,Red,Pulses,20.3,7.6,24.5,34.8,71.3,44.3,02-05-2024,03-10-2024,154,0.83
IND00332,Maharashtra,Red,Maize,42.2,6.2,32.3,92.5,70.2,18.7,10-03-2024,29-06-2024,111,0.63
IND00333,Bihar,Alluvial,Rice,18.3,7.5,37,260.4,49.9,1.8,18-06-2024,06-11-2024,141,0.54
IND00334,Punjab,Alluvial,Maize,21.3,7.3,33.2,242.4,60.4,27.1,19-08-2024,29-11-2024,102,0.48
IND00335,Maharashtra,Laterite,Groundnut,24.2,7.1,37,47.4,72.1,36.5,20-10-2024,26-01-2025,98,0.9
IND00336,Telangana,Red,Pulses,30.6,7.4,22.7,65.8,52.4,32.7,03-08-2024,27-11-2024,116,0.54
IND00337,Kerala,Laterite,Rice,26.2,6.2,27.5,298.4,73.2,0,05-07-2024,06-11-2024,124,0.86
IND00338,Bihar,Alluvial,Maize,13.7,6.9,33.8,88.4,76.8,45.3,17-01-2024,15-04-2024,89,0.9
IND00339,West Bengal,Laterite,Rice,24.2,7.4,36.8,231.2,54,30.8,05-01-2024,28-04-2024,114,0.7
IND00340,Andhra Pradesh,Red,Pulses,19,6.6,39.5,184,74.2,16.8,04-02-2024,13-05-2024,99,0.65
IND00341,Uttar Pradesh,Alluvial,Wheat,42.7,6.6,28,230.3,42,18.8,04-07-2024,05-12-2024,154,0.4
IND00342,Rajasthan,Alluvial,Maize,22.2,6.9,25.3,222.7,42.6,8.7,16-06-2024,10-11-2024,147,0.48
IND00343,Rajasthan,Alluvial,Wheat,28.5,7.6,29.9,133.2,67.9,12.4,01-07-2024,30-10-2024,121,0.4
IND00344,Karnataka,Laterite,Groundnut,19.3,6.6,20.3,287.1,41.4,6.3,06-08-2024,21-12-2024,137,0.42
IND00345,Kerala,Laterite,Groundnut,36.6,6.3,32.4,227,83.7,11.4,20-11-2024,12-03-2025,112,0.75
IND00346,Rajasthan,Desert,Millet,25,7.3,24.7,97.5,70.4,7.5,12-08-2024,08-11-2024,88,0.44
IND00347,Telangana,Red,Maize,28,6.9,37.5,40.4,88.3,17.8,20-04-2024,31-07-2024,102,0.43
IND00348,Kerala,Laterite,Groundnut,28.4,7.5,31,216.4,85.8,5.4,09-01-2024,07-06-2024,150,0.46
IND00349,Karnataka,Black,Sugarcane,42.8,6.1,23.1,30.5,87,24.9,18-05-2024,25-08-2024,99,0.73
IND00350,Maharashtra,Black,Wheat,34.8,6.1,20.4,268.3,77.9,0,13-01-2024,12-06-2024,151,0.85
IND00351,Haryana,Alluvial,Pulses,24.6,6.6,18.4,60.9,72.3,23.1,10-05-2024,21-09-2024,134,0.5
IND00352,Bihar,Alluvial,Pulses,43,6.5,39.6,122.7,70,31.5,18-06-2024,10-10-2024,114,0.86
IND00353,Bihar,Alluvial,Wheat,17.8,6.8,27.4,182.4,49,8,09-04-2024,28-07-2024,110,0.54
IND00354,Odisha,Alluvial,Maize,30.9,6.4,27.7,103,83,38.9,08-11-2024,01-02-2025,85,0.72
IND00355,Karnataka,Black,Wheat,20.1,7.1,27.2,231.6,79.6,8.3,18-05-2024,27-08-2024,101,0.59
IND00356,Haryana,Alluvial,Pulses,30.5,7.6,25.4,244,45.8,0,02-03-2024,09-07-2024,129,0.68
IND00357,Madhya Pradesh,Black,Cotton,31.1,7.6,34.8,284.3,65.7,0,20-07-2024,13-10-2024,85,0.55
IND00358,Andhra Pradesh,Red,Pulses,30.4,7.7,27.7,130.8,59,29.4,15-10-2024,14-03-2025,150,0.78
IND00359,Karnataka,Black,Wheat,22.8,6.2,30,203,59.7,2,13-11-2024,09-03-2025,116,0.72
IND00360,Gujarat,Alluvial,Sugarcane,24.9,7.4,22.9,168.6,89.7,5.5,07-12-2024,17-04-2025,131,0.81
IND00361,Madhya Pradesh,Black,Wheat,43.4,7.3,31.8,148.8,77,6.4,08-11-2024,01-02-2025,85,0.61
IND00362,Karnataka,Red,Millet,33.2,7.6,38.7,220.2,59,0,07-11-2024,14-03-2025,127,0.59
IND00363,Odisha,Laterite,Groundnut,29.1,6,38.6,217.2,50.5,2.1,20-10-2024,28-02-2025,131,0.48
IND00364,Punjab,Alluvial,Rice,16.5,7.8,24,133.9,60.6,22.2,25-08-2024,20-01-2025,148,0.83
IND00365,Bihar,Alluvial,Pulses,17.9,6.3,39.2,89.5,73.1,44.5,02-01-2024,07-04-2024,96,0.66
IND00366,Bihar,Alluvial,Maize,40.9,7.5,20.1,210.9,87.5,0,09-07-2024,25-11-2024,139,0.68
IND00367,Karnataka,Black,Wheat,37.9,6.9,28.9,89,44.6,0,08-07-2024,05-12-2024,150,0.39
IND00368,Rajasthan,Alluvial,Wheat,35.4,6.8,38,168.9,65.4,0,17-08-2024,08-01-2025,144,0.74
IND00369,Punjab,Alluvial,Sugarcane,24.8,7.8,25.7,282.7,57.9,19.7,04-08-2024,27-12-2024,145,0.45
IND00370,Telangana,Red,Pulses,22.2,7.1,26.8,234,53.8,30.4,11-01-2024,29-04-2024,109,0.89
IND00371,Maharashtra,Laterite,Rice,35,7,25.3,265.5,65.9,0,17-09-2024,21-12-2024,95,0.58
IND00372,Odisha,Laterite,Rice,30.3,7.2,19,37.1,46.8,18.3,24-03-2024,17-08-2024,146,0.36
IND00373,Bihar,Alluvial,Wheat,16.4,7.7,30.1,90.8,53.8,8.4,06-02-2024,11-07-2024,156,0.66
IND00374,Bihar,Alluvial,Rice,12.6,6.4,24.8,293.4,73.6,27.6,12-09-2024,07-02-2025,148,0.74
IND00375,Andhra Pradesh,Red,Maize,32.8,6.8,19.3,296.5,58.7,0,03-02-2024,29-05-2024,116,0.53
IND00376,Uttar Pradesh,Alluvial,Rice,42,6.4,38.1,174.8,71,1.1,09-10-2024,27-02-2025,141,0.82
IND00377,Bihar,Alluvial,Pulses,25.3,7.2,36,116.4,79.2,14.3,01-11-2024,05-04-2025,155,0.83
IND00378,Rajasthan,Alluvial,Rice,43.3,7.5,34.2,65.5,66.3,6.1,16-10-2024,10-02-2025,117,0.75
IND00379,Uttar Pradesh,Alluvial,Sugarcane,20.9,7.7,18.3,298.7,60.6,3.2,09-05-2024,06-09-2024,120,0.5
IND00380,Kerala,Laterite,Groundnut,30.1,7.6,32.2,46.4,45.5,28.3,13-08-2024,06-11-2024,85,0.56
IND00381,Telangana,Black,Cotton,40.3,6.1,18.1,133.4,83.6,21.4,02-03-2024,02-06-2024,92,0.47
IND00382,Tamil Nadu,Laterite,Groundnut,24.1,7.3,27.1,165,44,27.5,16-06-2024,17-09-2024,93,0.85
IND00383,Telangana,Red,Groundnut,14.9,7.5,21.7,59.7,65.7,34.9,05-09-2024,11-12-2024,97,0.54
IND00384,Kerala,Laterite,Groundnut,16,7.6,30.4,128.3,53.5,38.6,19-05-2024,14-10-2024,148,0.48
IND00385,Tamil Nadu,Black,Cotton,12.7,6.8,24.6,294,43.2,0,16-06-2024,03-10-2024,109,0.35
IND00386,Telangana,Black,Wheat,32,7.6,30.4,112.7,89.1,8.8,11-04-2024,09-08-2024,120,0.72
IND00387,Madhya Pradesh,Red,Maize,24.6,7.3,19.2,134.5,59.4,33.1,12-05-2024,08-08-2024,88,0.67
IND00388,Kerala,Laterite,Rice,38.9,6.3,32.2,119.4,85,19.6,14-05-2024,02-10-2024,141,0.63
IND00389,Andhra Pradesh,Red,Maize,34.4,7.2,32.1,37.4,57,23.7,13-10-2024,12-03-2025,150,0.38
IND00390,Haryana,Alluvial,Rice,30.1,7.5,26.9,85.9,61.4,26.6,05-03-2024,03-06-2024,90,0.68
IND00391,Andhra Pradesh,Red,Pulses,42.1,7.5,28.1,172.6,60.9,0,10-03-2024,07-07-2024,119,0.68
IND00392,Punjab,Alluvial,Maize,32.1,7.2,26.5,290.3,64.7,0,19-02-2024,23-07-2024,155,0.43
IND00393,Rajasthan,Alluvial,Maize,16.6,6.9,19.1,22.1,78.2,41.1,19-09-2024,17-02-2025,151,0.4
IND00394,Maharashtra,Red,Pulses,44,7.5,32.2,29.1,52.2,0.8,10-12-2024,11-03-2025,91,0.67
IND00395,Kerala,Laterite,Groundnut,20.3,6.3,38.4,210.1,47.4,15.7,25-10-2024,01-02-2025,99,0.71
IND00396,Punjab,Alluvial,Wheat,12.5,7.3,32.2,114.6,44.1,27.4,15-06-2024,20-09-2024,97,0.39
IND00397,Andhra Pradesh,Red,Groundnut,23.7,7.2,27.9,71.3,54.4,43.2,08-11-2024,31-03-2025,143,0.67
IND00398,Tamil Nadu,Red,Maize,44.3,7.7,35.7,191.4,68.3,0,22-07-2024,23-11-2024,124,0.49
IND00399,Odisha,Alluvial,Sugarcane,34.4,6.6,33,101.8,52.5,27,15-02-2024,01-06-2024,107,0.79
IND00400,Gujarat,Alluvial,Rice,15.4,6.1,27.9,264,86,0.9,22-05-2024,28-09-2024,129,0.88
IND00401,Karnataka,Red,Groundnut,29.7,7,22.3,104,80.1,32.4,22-10-2024,10-03-2025,139,0.86
IND00402,Punjab,Alluvial,Sugarcane,12.4,7,26.2,99.4,53.2,33.2,08-01-2024,16-06-2024,160,0.51
IND00403,Uttar Pradesh,Alluvial,Rice,16.1,6.6,31.7,287,80.5,6.8,13-08-2024,12-01-2025,152,0.57
IND00404,Kerala,Laterite,Rice,41.9,6.4,29.8,179.5,50.5,7.1,04-06-2024,11-11-2024,160,0.75
IND00405,Kerala,Laterite,Rice,15.7,7,30.5,142.4,55.9,12.5,20-05-2024,11-10-2024,144,0.86
IND00406,Gujarat,Alluvial,Rice,43.7,7.5,39.3,153.6,41.8,22.5,06-10-2024,21-02-2025,138,0.84
IND00407,Maharashtra,Black,Wheat,17.6,7.5,26.8,83.5,70.1,19.8,12-05-2024,03-10-2024,144,0.47
IND00408,Andhra Pradesh,Black,Cotton,42.3,7.4,35.5,32.1,87.1,26.9,21-05-2024,17-09-2024,119,0.81
IND00409,Rajasthan,Desert,Millet,18.8,6.2,24,132.4,43.9,40.5,23-01-2024,28-06-2024,157,0.66
IND00410,Karnataka,Red,Maize,15.1,6.5,26.1,176.6,44.8,10.1,14-12-2024,17-04-2025,124,0.5
IND00411,Karnataka,Black,Sugarcane,34,6.8,20.4,49.8,71.3,38.9,09-08-2024,08-12-2024,121,0.8
IND00412,Bihar,Alluvial,Wheat,27.9,7.4,33,103.8,43.8,20.4,20-03-2024,23-08-2024,156,0.83
IND00413,Maharashtra,Black,Sugarcane,39.5,6.5,26.2,173.2,47.7,0,02-01-2024,28-05-2024,147,0.61
IND00414,Gujarat,Alluvial,Wheat,21.3,7.8,21,129.9,73.3,38.3,18-12-2024,02-04-2025,105,0.82
IND00415,Punjab,Alluvial,Rice,20.3,7.3,39.3,85.6,48.6,15.5,10-10-2024,02-03-2025,143,0.59
IND00416,Kerala,Laterite,Groundnut,12.3,7.2,18.9,126.3,52.8,30.1,04-11-2024,27-03-2025,143,0.8
IND00417,Telangana,Red,Millet,39.7,6.6,18.1,30.9,52.9,35.4,22-01-2024,26-05-2024,125,0.9
IND00418,West Bengal,Laterite,Groundnut,21.6,6.3,18.2,192,77.4,0,06-08-2024,06-12-2024,122,0.74
IND00419,Maharashtra,Black,Cotton,24.3,7,27.2,58.9,41.7,33.1,20-09-2024,25-02-2025,158,0.69
IND00420,Punjab,Alluvial,Rice,40.1,7.4,26,54,44.9,17.8,16-07-2024,10-10-2024,86,0.6
IND00421,Haryana,Alluvial,Wheat,26.6,6.6,38.7,249,66.7,15.4,12-01-2024,08-06-2024,148,0.52
IND00422,Telangana,Red,Millet,24.6,6.9,29.2,256.1,85.3,2.8,17-04-2024,31-08-2024,136,0.8
IND00423,Haryana,Alluvial,Maize,38.9,6.9,20.4,60.1,85.1,22.8,18-12-2024,16-03-2025,88,0.49
IND00424,Gujarat,Black,Sugarcane,18.3,6.1,32.2,222,77.5,15,13-04-2024,23-08-2024,132,0.74
IND00425,Odisha,Laterite,Groundnut,24.7,6.7,31.3,27.6,79,23.4,08-05-2024,20-09-2024,135,0.75
IND00426,Bihar,Alluvial,Sugarcane,29,6.7,18.9,85.7,54.2,5.1,19-10-2024,15-01-2025,88,0.61
IND00427,Andhra Pradesh,Black,Sugarcane,26.4,6.7,26.6,195.6,81.2,33.3,05-02-2024,06-07-2024,152,0.72
IND00428,Rajasthan,Alluvial,Maize,13.2,7.8,29,158.8,43.7,3.9,11-09-2024,10-02-2025,152,0.46
IND00429,Rajasthan,Desert,Millet,20,6.3,33.7,123.7,42.4,5.9,11-10-2024,02-03-2025,142,0.59
IND00430,Odisha,Laterite,Groundnut,42.5,6.4,22.4,189.2,47.9,0,20-04-2024,22-07-2024,93,0.76
IND00431,Maharashtra,Red,Millet,44.9,7.4,22.7,290.3,59.6,9.8,14-12-2024,20-03-2025,96,0.61
IND00432,Rajasthan,Desert,Millet,29.4,6.5,18.3,111.9,74.9,38.6,20-02-2024,24-07-2024,155,0.74
IND00433,Telangana,Red,Millet,40.8,7,23.5,42.6,76.3,30.1,19-10-2024,26-02-2025,130,0.56
